date,A,B,C,D
2000-01-03,2.3364118141886667,0.5668055746417177,1.9293476687534536,-1.3651788996631762
2000-01-04,-0.3220570003277885,-1.6177166779463368,-0.7592772151067572,1.3183931448311932
2000-01-05,-1.130996568450763,-0.1102664339948589,-0.2867350834257586,0.6399406464027022
2000-01-06,0.5873750727213828,-0.5387135415144806,-0.919953413937857,1.1294669007386369
2000-01-07,0.8743138566664178,0.6722278897833591,0.7361423833916987,0.7800836973552577
2000-01-10,1.631742922224532,0.3960136153947144,-2.354281029885816,-0.2796498849075275
2000-01-11,0.8168688560588422,-2.1539771211425403,1.1390580959797565,1.0171130212659216
2000-01-12,0.5038625434517133,0.0534171213211054,1.932341593603472,0.3270622823882013
2000-01-13,1.7553938108721532,-0.5650068035006424,-1.177466873691294,1.023048133076192
2000-01-14,-0.751746583323896,-0.3463696339533035,0.6684031936340039,-0.5362918530261173
2000-01-17,0.9290738996683918,-1.403660700899453,-0.4886757500732024,1.5403539403177482
2000-01-18,0.4280517598350494,-0.6712067246648403,0.1281736227178467,-0.6759765934341843
2000-01-19,1.6928627417413082,0.6349565791038186,0.4658780982705681,0.8920997984007116
2000-01-20,-0.6826292272203002,-1.213475014096864,0.1208071894494825,0.2739010748899937
2000-01-21,-0.5424352455271056,0.2491457456706788,-0.434428712653046,-1.2275063531290906
2000-01-24,-0.3898617272626756,-1.050816613533914,-0.7539094154571765,0.4021581786175971
2000-01-25,-1.7075283576387044,-0.7565113293510676,0.9512065635938912,-0.5818162408012126
2000-01-26,-0.2371482012726986,-0.0113838107796342,-0.8449065968411902,0.7898778737431996
2000-01-27,0.2017075886440262,1.0793234249063928,0.5594562246549335,0.2399624999194474
2000-01-28,-0.6557504246107433,-0.2065148465884846,1.5518750813259812,0.7693207858908232
2000-01-31,0.3894756450607627,0.3855689445169209,0.0423715828511935,-0.7300475670031141
2000-02-01,0.3769072259769271,-0.6888318963989151,-0.2612687362038398,0.6106737871776461
2000-02-02,0.911128700198088,-0.0011591899031035,0.6282686330083791,1.3515458794523725
2000-02-03,-0.4030412880269944,1.0427484394454194,-0.1566440929687214,-0.7528859820236777
2000-02-04,1.250868985281656,0.2377861600893634,-1.990113993557472,-0.2757561874636972
2000-02-07,-0.5063945444819726,1.2441989579452395,-0.3807491865639833,-1.3607812693367365
2000-02-08,0.3960525427943818,1.1059629589452111,1.544046998023853,0.8154007167663218
2000-02-09,-0.2053129667960061,-0.6638969324231855,0.9774291531623158,-0.1551339875798371
2000-02-10,-0.6222230683649652,-1.8209222628934605,-1.4347415701849082,-2.6589165096533325
2000-02-11,0.291731563472429,-0.3793766335160242,0.4475860658087933,0.7548543769622803
