tweet_id,jpg_url,img_num,Var,breed,confidence,prediction
666020888022790149,https://pbs.twimg.com/media/CT4udn0WwAA0aMy.jpg,1,1,True,0.465074,Welsh_springer_spaniel
666020888022790149,https://pbs.twimg.com/media/CT4udn0WwAA0aMy.jpg,1,2,True,0.156665,collie
666020888022790149,https://pbs.twimg.com/media/CT4udn0WwAA0aMy.jpg,1,3,True,0.0614285,Shetland_sheepdog
666029285002620928,https://pbs.twimg.com/media/CT42GRgUYAA5iDo.jpg,1,1,True,0.506826,redbone
666029285002620928,https://pbs.twimg.com/media/CT42GRgUYAA5iDo.jpg,1,2,True,0.0741916999999999,miniature_pinscher
666029285002620928,https://pbs.twimg.com/media/CT42GRgUYAA5iDo.jpg,1,3,True,0.07201,Rhodesian_ridgeback
666033412701032449,https://pbs.twimg.com/media/CT4521TWwAEvMyu.jpg,1,1,True,0.596461,German_shepherd
666033412701032449,https://pbs.twimg.com/media/CT4521TWwAEvMyu.jpg,1,2,True,0.1385839999999999,malinois
666033412701032449,https://pbs.twimg.com/media/CT4521TWwAEvMyu.jpg,1,3,True,0.116197,bloodhound
666044226329800704,https://pbs.twimg.com/media/CT5Dr8HUEAA-lEu.jpg,1,1,True,0.408143,Rhodesian_ridgeback
666044226329800704,https://pbs.twimg.com/media/CT5Dr8HUEAA-lEu.jpg,1,2,True,0.360687,redbone
666044226329800704,https://pbs.twimg.com/media/CT5Dr8HUEAA-lEu.jpg,1,3,True,0.222752,miniature_pinscher
666049248165822465,https://pbs.twimg.com/media/CT5IQmsXIAAKY4A.jpg,1,1,True,0.560311,miniature_pinscher
666049248165822465,https://pbs.twimg.com/media/CT5IQmsXIAAKY4A.jpg,1,2,True,0.243682,Rottweiler
666049248165822465,https://pbs.twimg.com/media/CT5IQmsXIAAKY4A.jpg,1,3,True,0.154629,Doberman
666050758794694657,https://pbs.twimg.com/media/CT5Jof1WUAEuVxN.jpg,1,1,True,0.651137,Bernese_mountain_dog
666050758794694657,https://pbs.twimg.com/media/CT5Jof1WUAEuVxN.jpg,1,2,True,0.263788,English_springer
666050758794694657,https://pbs.twimg.com/media/CT5Jof1WUAEuVxN.jpg,1,3,True,0.0161992,Greater_Swiss_Mountain_dog
666051853826850816,https://pbs.twimg.com/media/CT5KoJ1WoAAJash.jpg,1,1,False,0.933012,box_turtle
666051853826850816,https://pbs.twimg.com/media/CT5KoJ1WoAAJash.jpg,1,2,False,0.0458854,mud_turtle
666051853826850816,https://pbs.twimg.com/media/CT5KoJ1WoAAJash.jpg,1,3,False,0.0178852999999999,terrapin
666055525042405380,https://pbs.twimg.com/media/CT5N9tpXIAAifs1.jpg,1,1,True,0.692517,chow
666055525042405380,https://pbs.twimg.com/media/CT5N9tpXIAAifs1.jpg,1,2,True,0.0582794,Tibetan_mastiff
666055525042405380,https://pbs.twimg.com/media/CT5N9tpXIAAifs1.jpg,1,3,False,0.0544486,fur_coat
666057090499244032,https://pbs.twimg.com/media/CT5PY90WoAAQGLo.jpg,1,1,False,0.962465,shopping_cart
666057090499244032,https://pbs.twimg.com/media/CT5PY90WoAAQGLo.jpg,1,2,False,0.0145938,shopping_basket
666057090499244032,https://pbs.twimg.com/media/CT5PY90WoAAQGLo.jpg,1,3,True,0.00795896,golden_retriever
666058600524156928,https://pbs.twimg.com/media/CT5Qw94XAAA_2dP.jpg,1,1,True,0.201493,miniature_poodle
666058600524156928,https://pbs.twimg.com/media/CT5Qw94XAAA_2dP.jpg,1,2,True,0.192305,komondor
666058600524156928,https://pbs.twimg.com/media/CT5Qw94XAAA_2dP.jpg,1,3,True,0.0820861,soft-coated_wheaten_terrier
666063827256086533,https://pbs.twimg.com/media/CT5Vg_wXIAAXfnj.jpg,1,1,True,0.77593,golden_retriever
666063827256086533,https://pbs.twimg.com/media/CT5Vg_wXIAAXfnj.jpg,1,2,True,0.0937178,Tibetan_mastiff
666063827256086533,https://pbs.twimg.com/media/CT5Vg_wXIAAXfnj.jpg,1,3,True,0.0724266,Labrador_retriever
666071193221509120,https://pbs.twimg.com/media/CT5cN_3WEAAlOoZ.jpg,1,1,True,0.503672,Gordon_setter
666071193221509120,https://pbs.twimg.com/media/CT5cN_3WEAAlOoZ.jpg,1,2,True,0.174201,Yorkshire_terrier
666071193221509120,https://pbs.twimg.com/media/CT5cN_3WEAAlOoZ.jpg,1,3,True,0.109454,Pekinese
666073100786774016,https://pbs.twimg.com/media/CT5d9DZXAAALcwe.jpg,1,1,True,0.260857,Walker_hound
666073100786774016,https://pbs.twimg.com/media/CT5d9DZXAAALcwe.jpg,1,2,True,0.1753819999999999,English_foxhound
666073100786774016,https://pbs.twimg.com/media/CT5d9DZXAAALcwe.jpg,1,3,True,0.0974705,Ibizan_hound
666082916733198337,https://pbs.twimg.com/media/CT5m4VGWEAAtKc8.jpg,1,1,True,0.489814,pug
666082916733198337,https://pbs.twimg.com/media/CT5m4VGWEAAtKc8.jpg,1,2,True,0.404722,bull_mastiff
666082916733198337,https://pbs.twimg.com/media/CT5m4VGWEAAtKc8.jpg,1,3,True,0.0489595,French_bulldog
666094000022159362,https://pbs.twimg.com/media/CT5w9gUW4AAsBNN.jpg,1,1,True,0.195217,bloodhound
666094000022159362,https://pbs.twimg.com/media/CT5w9gUW4AAsBNN.jpg,1,2,True,0.0782598,German_shepherd
666094000022159362,https://pbs.twimg.com/media/CT5w9gUW4AAsBNN.jpg,1,3,True,0.0756278,malinois
666099513787052032,https://pbs.twimg.com/media/CT51-JJUEAA6hV8.jpg,1,1,True,0.58233,Lhasa
666099513787052032,https://pbs.twimg.com/media/CT51-JJUEAA6hV8.jpg,1,2,True,0.166192,Shih-Tzu
666099513787052032,https://pbs.twimg.com/media/CT51-JJUEAA6hV8.jpg,1,3,True,0.0896883,Dandie_Dinmont
666102155909144576,https://pbs.twimg.com/media/CT54YGiWUAEZnoK.jpg,1,1,True,0.298617,English_setter
666102155909144576,https://pbs.twimg.com/media/CT54YGiWUAEZnoK.jpg,1,2,True,0.149842,Newfoundland
666102155909144576,https://pbs.twimg.com/media/CT54YGiWUAEZnoK.jpg,1,3,True,0.133649,borzoi
666104133288665088,https://pbs.twimg.com/media/CT56LSZWoAAlJj2.jpg,1,1,False,0.965932,hen
666104133288665088,https://pbs.twimg.com/media/CT56LSZWoAAlJj2.jpg,1,2,False,0.0339194,cock
666104133288665088,https://pbs.twimg.com/media/CT56LSZWoAAlJj2.jpg,1,3,False,5.20658e-05,partridge
666268910803644416,https://pbs.twimg.com/media/CT8QCd1WEAADXws.jpg,1,1,False,0.086502,desktop_computer
666268910803644416,https://pbs.twimg.com/media/CT8QCd1WEAADXws.jpg,1,2,False,0.0855474,desk
666268910803644416,https://pbs.twimg.com/media/CT8QCd1WEAADXws.jpg,1,3,False,0.0794797,bookcase
666273097616637952,https://pbs.twimg.com/media/CT8T1mtUwAA3aqm.jpg,1,1,True,0.176053,Italian_greyhound
666273097616637952,https://pbs.twimg.com/media/CT8T1mtUwAA3aqm.jpg,1,2,True,0.111884,toy_terrier
666273097616637952,https://pbs.twimg.com/media/CT8T1mtUwAA3aqm.jpg,1,3,True,0.111152,basenji
666287406224695296,https://pbs.twimg.com/media/CT8g3BpUEAAuFjg.jpg,1,1,True,0.8575309999999999,Maltese_dog
666287406224695296,https://pbs.twimg.com/media/CT8g3BpUEAAuFjg.jpg,1,2,True,0.0630638,toy_poodle
